CV10,52.5257,-1.49972
CV11,52.5207,-1.45604
CV12,52.4771,-1.47359
CV13,52.6077,-1.41737
CV21,52.3713,-1.27047
CV22,52.3575,-1.28248
CV23,52.3513,-1.29398
CV31,52.2802,-1.52706
CV32,52.2957,-1.5318
CV33,52.2364,-1.44851
CV34,52.2837,-1.5836
CV35,52.2321,-1.59546
CV36,52.0706,-1.62993
CV37,52.1861,-1.71577
CV47,52.2364,-1.38743
CW1,53.0998,-2.43051
CW2,53.081,-2.44575
CW3,53.0035,-2.41014
CW4,53.204,-2.34089
CW5,53.0636,-2.5225
CW6,53.1613,-2.66703
CW7,53.1909,-2.5271
CW8,53.2538,-2.55934
CW9,53.2598,-2.50404
CW10,53.1889,-2.44867
CW11,53.1433,-2.36527
CW12,53.1668,-2.21637
CW98,53.0882,-2.43111
DA1,51.4471,0.209469
DA2,51.4335,0.232289
DA3,51.3859,0.306398
DA4,51.3928,0.230949
DA5,51.441,0.147714
DA6,51.4561,0.139216
DA7,51.465,0.143067
DA8,51.4761,0.17976
DA9,51.4479,0.279919
DA10,51.4421,0.299569
DA11,51.4354,0.351533
DA12,51.4311,0.383646
DA13,51.3861,0.354059
DA14,51.4258,0.110559
DA15,51.4398,0.0990031
DA16,51.4645,0.10902
DA17,51.4864,0.150904
DA18,51.4915,0.145784
DD1,56.4618,-2.97733
DD2,56.4712,-3.02793
DD3,56.482,-2.98949
DD4,56.482,-2.9355
DD5,56.4798,-2.86334
DD6,56.4365,-2.92829
DD7,56.5026,-2.72069
DD8,56.6556,-2.92223
DD9,56.7479,-2.66659
DD10,56.746,-2.43014
DD11,56.5722,-2.5975
DE1,52.9189,-1.47255
DE2,52.9132,-1.44087
DE3,52.9154,-1.50948
DE4,53.1432,-1.58436
DE5,53.0565,-1.42541
DE6,52.9631,-1.66891
DE7,52.9405,-1.34279
DE11,52.773,-1.5567
DE12,52.7271,-1.55355
DE13,52.8075,-1.68821
DE14,52.8072,-1.63924
DE15,52.7982,-1.6115
DE21,52.9325,-1.43513
DE22,52.9331,-1.49792
DE23,52.8994,-1.49996
DE24,52.89,-1.45311
DE45,53.2142,-1.67756
DE55,53.0997,-1.37254
DE56,53.0216,-1.47736
DE65,52.8668,-1.62376
DE72,52.8939,-1.36686
DE73,52.8498,-1.43829
DE74,52.8465,-1.33867
DE75,53.0119,-1.35303
DE99,52.9152,-1.46414
DG1,55.0734,-3.58568
DG2,55.0653,-3.65696
DG3,55.2369,-3.79834
DG4,55.3752,-3.95491
DG5,54.9215,-3.81299
DG6,54.8372,-4.05554
DG7,54.9665,-4.00806
DG8,54.875,-4.51422
DG9,54.8785,-5.02303
DG10,55.3214,-3.43942
DG11,55.1145,-3.34073
DG12,54.9897,-3.25061
DG13,55.1745,-3.03223
DG14,55.0801,-2.98759
DG16,54.9969,-3.06857
DH1,54.7827,-1.56186
DH2,54.8599,-1.59849
DH3,54.8698,-1.56894
DH4,54.8526,-1.49013
DH5,54.8245,-1.45588
DH6,54.7531,-1.46551
DH7,54.7896,-1.6614
DH8,54.8532,-1.83238
DH9,54.8679,-1.71096
DH97,54.7863,-1.55528
DH98,54.8873,-1.58842
DH99,54.7879,-1.55031
DL1,54.5283,-1.54133
DL2,54.5282,-1.59028
DL3,54.5311,-1.56907
DL4,54.6308,-1.64564
DL5,54.6162,-1.57707
DL6,54.3675,-1.39552
DL7,54.3369,-1.47872
DL8,54.2945,-1.78221
DL9,54.3762,-1.71033
DL10,54.4132,-1.70006
DL11,54.4391,-1.87118
DL12,54.5701,-1.98073
DL13,54.7168,-1.95154
DL14,54.6534,-1.68997
DL15,54.7097,-1.72914
DL16,54.699,-1.60383
DL17,54.6809,-1.5432
DL98,54.5275,-1.55971
DN1,53.5204,-1.11904
DN2,53.533,-1.10421
DN3,53.5438,-1.06439
DN4,53.506,-1.12217
DN5,53.5368,-1.17121
DN6,53.5948,-1.17707
DN7,53.58,-1.01721
DN8,53.6145,-0.956615
DN9,53.5054,-0.906115
DN10,53.4264,-0.940382
DN11,53.4492,-1.08334
DN12,53.4832,-1.22364
DN14,53.7079,-0.936321
DN15,53.6094,-0.652341
DN16,53.5684,-0.639995
DN17,53.5734,-0.703529
DN18,53.6821,-0.445714
DN19,53.6846,-0.365915
DN20,53.5575,-0.503504
DN21,53.4171,-0.710353
DN22,53.3251,-0.930272
DN31,53.571,-0.0842763
DN32,53.5632,-0.0710842
DN33,53.5405,-0.0987582
DN34,53.5581,-0.112091
DN35,53.5556,-0.0379313
DN36,53.513,-0.0404835
DN37,53.55,-0.148654
DN38,53.5604,-0.396987
DN39,53.617,-0.33006
DN40,53.6216,-0.22378
DN41,53.5847,-0.195086
DN55,53.5129,-1.12572
DT1,50.7127,-2.4447
DT2,50.7483,-2.44948
DT3,50.6404,-2.46722
DT4,50.6099,-2.46316
DT5,50.5494,-2.44281
DT6,50.7386,-2.77462
DT7,50.7293,-2.94578
DT8,50.815,-2.75818
DT9,50.9426,-2.51646
DT10,50.9374,-2.33142
DT11,50.8614,-2.1798
DY1,52.515,-2.09421
DY2,52.4976,-2.0826
DY3,52.5298,-2.12881
DY4,52.5319,-2.05455
DY5,52.4811,-2.12273
DY6,52.499,-2.16423
DY7,52.4646,-2.21841
DY8,52.4599,-2.15367
DY9,52.4375,-2.12416
DY10,52.3869,-2.22897
DY11,52.3856,-2.26022
DY12,52.3865,-2.32292
DY13,52.3372,-2.28096
DY14,52.3809,-2.45596
E1,51.5163,-0.0603358
E1W,51.5125,-0.0592357
E2,51.5303,-0.0621743
E3,51.5282,-0.0255781
E4,51.6241,-0.00284804
E5,51.5594,-0.0545856
E6,51.5252,0.0551969
E7,51.5476,0.0260344
E8,51.5411,-0.064833
E9,51.5416,-0.0462518
E10,51.5686,-0.0128054
E11,51.5672,0.0115762
E12,51.5511,0.0506652
E13,51.5283,0.0258475
E14,51.5077,-0.0203762
E15,51.5382,0.000213437
E16,51.5114,0.0216608
E17,51.5864,-0.0201243
E18,51.5926,0.0256317
E20,51.5462,-0.0108208
E22,51.5015,-0.0165135
E77,51.514,-0.069103
E98,51.5086,-0.0640746
EC1A,51.5202,-0.104412
EC1M,51.5214,-0.103572
EC1N,51.52,-0.109118
EC1P,51.5246,-0.112017
EC1R,51.5245,-0.108947
EC1V,51.5265,-0.0992766
EC1Y,51.5231,-0.0933768
EC2A,51.5231,-0.0879488
EC2M,51.5184,-0.0867589
EC2N,51.516,-0.0874404
EC2P,51.5241,-0.110625
EC2R,51.5163,-0.0918429
EC2V,51.5158,-0.0949099
EC2Y,51.52,-0.0963027
EC3A,51.5149,-0.0819831
EC3B,51.514,-0.081797
EC3M,51.5122,-0.0837057
EC3N,51.5127,-0.0797536
EC3P,51.523,-0.108283
EC3R,51.5112,-0.0846262
EC3V,51.5133,-0.0868873
EC4A,51.5159,-0.10862
EC4M,51.5149,-0.100555
EC4N,51.5134,-0.0930814
EC4P,51.5233,-0.110755
EC4R,51.5114,-0.0917014
EC4V,51.5126,-0.100218
EC4Y,51.5137,-0.108834
EC50,51.5245,-0.112063
EC88,51.5245,-0.0790966
EH1,55.9523,-3.19213
EH2,55.9532,-3.20058
EH3,55.9521,-3.2053
EH4,55.9625,-3.25593
EH5,55.9747,-3.21956
EH6,55.9712,-3.17378
EH7,55.9599,-3.16348
EH8,55.95,-3.16633
EH9,55.9333,-3.18709
EH10,55.9216,-3.21079
EH11,55.9334,-3.25133
EH12,55.9412,-3.27629
EH13,55.9086,-3.24252
EH14,55.9117,-3.28064
EH15,55.9472,-3.11304
EH16,55.9238,-3.15087
EH17,55.9057,-3.14326
EH18,55.8766,-3.12172
EH19,55.8725,-3.1045
EH20,55.8787,-3.15371
EH21,55.9386,-3.04612
EH22,55.8861,-3.06223
EH23,55.841,-3.0517
EH24,55.8514,-3.13495
EH25,55.8589,-3.17748
EH26,55.8337,-3.2236
EH27,55.8902,-3.4234
EH28,55.9283,-3.40462
EH29,55.9568,-3.3957
EH30,55.983,-3.38508
EH31,56.0375,-2.8205
EH32,55.9663,-2.95074
EH33,55.9415,-2.94473
EH34,55.9105,-2.88564
EH35,55.9111,-2.94457
EH36,55.8554,-2.8543
EH37,55.8634,-2.9663
EH38,55.7852,-2.96187
EH39,56.048,-2.73268
EH40,55.9902,-2.65144
EH41,55.9496,-2.77882
EH42,55.9938,-2.5246
EH43,55.6239,-3.01164
EH44,55.621,-3.07046
EH45,55.6539,-3.19019
EH46,55.7347,-3.34235
EH47,55.8606,-3.66482
EH48,55.8982,-3.66095
EH49,55.9769,-3.60337
EH51,56.0115,-3.60501
EH52,55.937,-3.48911
EH53,55.8952,-3.47088
EH54,55.8917,-3.525
EH55,55.8487,-3.57338
EH91,55.9272,-3.2907
EH95,55.9786,-3.25352
EH99,55.9519,-3.19475
EN1,51.6533,-0.0706038
EN2,51.6586,-0.0917956
EN3,51.6579,-0.0414675
EN4,51.6483,-0.162065
EN5,51.6482,-0.189978
EN6,51.6991,-0.179621
EN7,51.7086,-0.0652189
EN8,51.6958,-0.0330685
EN9,51.6947,0.0106453
EN10,51.7409,-0.0211017
EN11,51.7637,-0.00949556
EX1,50.7273,-3.50767
EX2,50.7107,-3.51526
EX3,50.696,-3.46056
EX4,50.7303,-3.52614
EX5,50.7548,-3.43533
EX6,50.6761,-3.59265
EX7,50.5863,-3.4712
EX8,50.6283,-3.40301
EX9,50.639,-3.32367
EX10,50.6919,-3.24573
EX11,50.7472,-3.2885
EX12,50.7067,-3.08096
EX13,50.7739,-3.0251
EX14,50.8108,-3.20024
EX15,50.8754,-3.3469
EX16,50.9205,-3.49107
EX17,50.8103,-3.70113
EX18,50.9016,-3.88648
EX19,50.8755,-3.99834
EX20,50.751,-4.01494
EX21,50.8033,-4.20849
EX22,50.8265,-4.367
EX23,50.8249,-4.53383
EX24,50.7375,-3.08713
EX31,51.0852,-4.06826
EX32,51.0734,-4.0277
EX33,51.1127,-4.16644
EX34,51.1992,-4.10864
